job_title,skill_required,location,link
Based knowledge module search development,Experience with developing knowledge base search,Tunisia,GENITECH-page6.pdf
Développeur Full-Stack,"Java, JEE",Tunisia,GENITECH-page7.pdf
Développeur Front-End,"Javascript, CSS, HTML","France, Tunisie",GENITECH-page7.pdf
Développeur Back-End,"Java, Hibernate, Spring","France, Tunisie",GENITECH-page7.pdf
Spécificateur,"Conception, Réalisation, Agile","France, Tunisie",GENITECH-page7.pdf
Développeur Recherche Plein-Texte,"Java, Hibernate Search, Lucene","France, Tunisie",GENITECH-page7.pdf
Chef de Projet,"Rendre compte, Exécuter, Assurance Qualité",Tunisie,GENITECH-page7.pdf
Développeur de Reconnaissance de recherche,Java,"France, Tunisie",GENITECH-page7.pdf
Etude questionnaire et spécification des composants,"Compétences: Angular, TypeScript, JavaScript, Java. Compétences complémentaires appréciées: VSCode, Eclipse, Git, API REST",Tunisie et France,GENITECH-page8.pdf
Implémentation bibliothèque de composants,"Compétences: Angular, TypeScript, JavaScript, Java. Compétences complémentaires appréciées: VSCode, Eclipse, Git, API REST",Tunisie et France,GENITECH-page8.pdf
Validation ergonomie et participation aux rituels SCRUM,Compétences: non précisées,non précisé,GENITECH-page8.pdf
Exécution actions cadre de processus Assurance Qualité,Compétences: non précisées,non précisé,GENITECH-page8.pdf
Career in Technology competence,technology competence,habemus.com,Habemus-page1.pdf
IoT Solutions,"IoT, embedded systems, networked devices, web application controls, measuring technology, FPGA, high voltage technology, GUI, hard-/software, low power",habemus.com/en/in/habemus-solutions/,Habemus-page1.pdf
Embedded Software Development PFE,"Embedded-C, Microcontroller, STM32, Signal processing, Hardware interfaces",,Habemus-page3.pdf
Evaluation of Ultra Wide Band indoor positioning solutions ,"Embedded-C, Microcontroller, STM32, Signal processing",,Habemus-page3.pdf
Evaluation radar-based gesture recognition system,"Embedded-C, Microcontroller, STM32, Signal processing",,Habemus-page3.pdf
Low Power Long Range Communications Solutions,"Embedded-C,Microcontroller,STM32,Wireless communications,Hardware interfaces,Security",,Habemus-page4.pdf
Speech Recognition Microcontrollers,"Embedded-C,Artificial Intelligence,Deep Learning,Micro-controller,STM32",,Habemus-page4.pdf
Build Automation PFE,"Embedded-C, Microcontroller, STM32, Wireless Communications, Hardware interfaces, Security",,Habemus-page5.pdf
Node-red innovative tool wiring hardware devices,"Embedded-C, Artificial Intelligence, Deep Learning, Microcontroller, STM32",,Habemus-page5.pdf
Web/Mobile Development PFE,"Flutter, React Native, Bluetooth, Wi-Fi, NFC, IoT, Security",,Habemus-page6.pdf
Development mobile app IoT devices,"Flutter, React Native, IoT",,Habemus-page6.pdf
Development mobile app video streaming,"Flutter, React Native, WiFi, Video codecs",,Habemus-page6.pdf
Hardware Development PFE,"Altium Designer, LTSpice, Analog/Digital Electronic, Power Electronic, IOT, Embedded-C preferred",,Habemus-page7.pdf
Development wireless charging demonstrator,"Altium Designer, LTSpice, Analog/Digital Electronic, Power Electronic, IOT, Embedded-C preferred",,Habemus-page7.pdf
Development design precise GPS/GNSS device,"Altium Designer, LTSpice, Analog/Digital Electronic, Power Electronic, IOT, Embedded-C preferred",,Habemus-page7.pdf
AI Identity Verification,"Artificial Intelligence (AI), Python",STE-OCRKYC05,Hydatis-page5.pdf
AI Anti-Money Laundering,"Python, Machine Learning",STE-AML06,Hydatis-page5.pdf
DigitalMarketing,"creativity, design, technical knowledge",REF:STE-UIUX07,Hydatis-page6.pdf
UI/UX Designer,"collecting, translating user insights",REF:STE-UIUX07,Hydatis-page6.pdf
Community Management,implementing social media and communication campaigns,REF:STE-CM08,Hydatis-page6.pdf
Copywriter,developing and writing copy for digital content,REF:STE-CPW09,Hydatis-page6.pdf
Stages Hydatis Technologies,Non précisé,"France: 12 Rue Paul Demange, Meudon-forêt, Tunisie: Centre Urbain Nord, Immeuble Golden Tower",Hydatis-page9.pdf
Stage: Administration web,"Docker, REST, Mysql server, Reactjs, Linux debian, Web, Microservice",InSoDev©2022 – All rights reserved,INSODEV-page10.pdf
Stage ingénieur spécialité informatique,"Javascript, Linux debian, Docker, NodeJs, REST, TypeORM, Mysql server",,INSODEV-page12.pdf
Test Automation Engineer,"Testlink, Appium, TestNG, Junit, Maven, GitHub, Jenkins","Linux debian, Web, Microservice",INSODEV-page13.pdf
Software Engineering Intern,Computer Engineering Specialty,"Linux debian, Web, Microservice",INSODEV-page13.pdf
Software Engineer,"Python, Java, Ruby on Rails, JavaScript",Paris,INSODEV-page2.pdf
Web Designer,"HTML, CSS, Photoshop, Illustrator",Marseille,INSODEV-page2.pdf
Mobile App Developer,"Swift, Kotlin, React Native, Xamarin",Lyon,INSODEV-page2.pdf
Web Development Expert,"Web development, Application development, Web hosting",,INSODEV-page4.pdf
Mobile Development Expert,"iOS development, Android development, Hybrid app development",,INSODEV-page4.pdf
Design,"Graphic design, User experience (UX), Interface design, Web ergonomics, Software design",,INSODEV-page4.pdf
SEO Specialist,"SEO techniques, Search engine positioning",,INSODEV-page4.pdf
Smart City Solutions,"Innovative smart city solutions, Logistics, Transport",,INSODEV-page4.pdf
R&D,"Innovation, Digitalization",,INSODEV-page4.pdf
Web Developer,"Microservices, Diverse Web Technologies",Tunisia,INSODEV-page5.pdf
Innovation,"Service delivery, Performance, Innovation",,INSODEV-page6.pdf
Qualité,"Service delivery, Reliability, Evolution",,INSODEV-page6.pdf
Esprit d'équipe,"Teamwork, Effort, Unity",,INSODEV-page6.pdf
Stage ingenieur specialite informatique,"IA, ML, Mysql, Python, PHP, Symfony, Microservices",,INSODEV-page8.pdf
Ingénieur génie logiciel et télécoms,"REST API, Nest.Js, Node.js, Mysql, Redis",,INSODEV-page9.pdf
IT Consultant,"technology, communication, coaching, human development",International,IPACT-page1.pdf
IT Project Manager,"technology, communication, coaching, human development",International,IPACT-page1.pdf
IT Specialist,"technology, communication, coaching, human development",International,IPACT-page1.pdf
Web and Mobile Application Developer,"ERP(Enterprise Resource Planning), Software as a Service (SaaS), Business Intelligence, System Information, Business analysis, KPIs",France,IPACT-page11.pdf
Project Manager,"Project Management, Human Resources, Customer Relationship Management (CRM), Stock management, Communication Management, Marketing Management, Financial Management, Accounting Management, Recovery Management, Litigation Management",France,IPACT-page11.pdf
Mobile/Web Application Developer,"Mobile and Web development, QR code, AI",France,IPACT-page13.pdf
Server Developer,"Mobile and Web development, Dashboard development",France,IPACT-page13.pdf
Administrative Staff,"Software as a Service (SaaS), Stock management, Payment management",France,IPACT-page13.pdf
Artificial Intelligence Developer,"AI, Decision-making, Application integration",France,IPACT-page13.pdf
Web Scraping Developer,"Python, web scraping",,IPACT-page15.pdf
Natural Language Processing Developer,"Natural Language Processing, Machine Learning",,IPACT-page15.pdf
Cloud Big Data Developer,"Big Data, Business Intelligence",,IPACT-page15.pdf
WikiTransx,translation,,IPACT-page16.pdf
Concurrents,translation,,IPACT-page16.pdf
GoogleTranslator,translation,,IPACT-page16.pdf
DeepL,translation,,IPACT-page16.pdf
MicrosoftTranslator,translation,,IPACT-page16.pdf
AmazonTranslate,translation,,IPACT-page16.pdf
YandexTranslatemp,translation,,IPACT-page16.pdf
Mobile and Web Application Developer,Experience in developing mobile and web applications,France,IPACT-page17.pdf
Babysitter,Experience in Babysitting babies and children,France,IPACT-page17.pdf
Elderly and Mobility-Impaired Support,Experience in supporting elderly and mobility-impaired individuals,France,IPACT-page17.pdf
Pet Caretaker,Experience in pet care,France,IPACT-page17.pdf
Artificial Intelligence Engineer,Experience in implementing AI algorithms,France,IPACT-page17.pdf
Data Scientist,Experience in Machine Learning,France,IPACT-page17.pdf
Développeur Full Stack,"['JAVA', 'Springboot', 'Maven', 'Spring', 'RestAPI', 'JIRA', 'GIT', 'Angular', 'MongoDB', 'Node', 'React.js', 'Reactnative', 'SQL', 'Micro-Service', 'GITLAB', 'Postman']",,IPACT-page4.pdf
Développeur Mobile,"['Node', 'Reactnative', 'Flutter', 'SQL', 'Micro-Service', 'Git', 'GITLAB', 'RestAPI', 'Postman']",,IPACT-page4.pdf
Data Scientist,"['Tailwind', 'Python', 'pytorch', 'tensorflow', 'Scikit-learn', 'Anaconda', 'RecommendationEngine', 'Micro-Service', 'GITLAB', 'Talend', 'PowerBI', 'Postman']",,IPACT-page4.pdf
Data Analyst,"Tailwind,Python,pytorch,tensorflow,Scikit-learn,Anaconda,RecommendationEngine,Micro-Service,GITLAB,Talend,PowerBI,Postman",,IPACT-page5.pdf
Business Intelligence,"Talend,PowerBI,SAS,QlikSense,OracleBI,Gimsi",,IPACT-page5.pdf
Big Data Systèmes d'Information,"BMC,BusinessPlan,Méthodologiesagjiles,Scrum,XP,gestionprojet,conception&modélisation,langageUML,Trello,JIRA,GIT",,IPACT-page5.pdf
DevOps,"Jenkins, Kubernetes, Docker, Ansible, JAVA, Springboot, Maven, Spring, RestAPI, JIRA, GIT, Angular, MongoDB, Node, React.js",,IPACT-page6.pdf
Digital Marketer,"Google analytics, Facebook analytics, sponsorship, Content Marketing, E-commerce, Email Marketing, Digital Marketing strategy, copywriting, community management",,IPACT-page6.pdf
UI/UX Designer,"User experience, AdobeXD, FIGMA, invision, sketch, proto.io, Marvel, Miro, GoogleUXDesign",,IPACT-page6.pdf
Développeur Full-Stack,Angular/JSF/Java Spring/Hibernate/Spring Batch/AWS/Docker/ECS/PostgreSql/JUnit/TestContainer/Terraform/Jira/Confluence,Sousse,ITPeac-page1.pdf
Stagiaire,Angular/JSF/Java Spring/Hibernate/Spring Batch/AWS/Docker/ECS/PostgreSql/JUnit/TestContainer/Terraform/Jira/Confluence,Sousse,ITPeac-page1.pdf
Refontedéploiement’solutiongestionflux’annoncesvéhicules’occasion.PFE2,"Migration JSF to Angular, AWS Batch, AWS orchestration, cloud deployment pipeline.",Sousse,ITPeac-page2.pdf
Diagnosticsolutionactuelle,"Angular, Java Spring, Spring Batch, AWS Batch, AWS Lambda, Junit, TestContainer, PostgreSql, Terraform",Sousse,ITPeac-page2.pdf
Développement d'une solution Saas suivis livraisons produits pharmaceutiques entre dépôts pharmacies,"Java, SpringBoot, Angular, BPM, Docker, Flutter, AWS",Sousse,ITPeac-page3.pdf
Développement d'application Web suivis des commandes & génération bordereaux,"Java, SpringBoot, Angular, BPM, Docker, Flutter, AWS",Sousse,ITPeac-page3.pdf
Développement module emailing,"Java, SpringBoot, Angular, BPM, Docker, Flutter, AWS",Sousse,ITPeac-page3.pdf
Développement d'une application mobile les pharmacies livreurs,"Java, SpringBoot, Angular, BPM, Docker, Flutter, AWS",Sousse,ITPeac-page3.pdf
Module gestion retours,"Java, SpringBoot, Angular, BPM, Docker, Flutter, AWS",Sousse,ITPeac-page3.pdf
Module gestion litiges,"Java, SpringBoot, Angular, BPM, Docker, Flutter, AWS",Sousse,ITPeac-page3.pdf
Développement d'une application mobile réservation terrain sportif PFE4,Flutter | Angular | Java Spring | AWS | PostgreSql | Firebase,Sousse,ITPeac-page4.pdf
Développement d'application Web gestion d’annuaire sportif,Flutter | Angular | Java Spring | AWS | PostgreSql | Firebase,Sousse,ITPeac-page4.pdf
Développement l'application mobile une réservation simple instantanée,Flutter | Angular | Java Spring | AWS | PostgreSql | Firebase,Sousse,ITPeac-page4.pdf
Etude mise place ’module paiement,Flutter | Angular | Java Spring | AWS | PostgreSql | Firebase,Sousse,ITPeac-page4.pdf
Devops PFE5,"oMise en Oeuvre landing zone, oEtude mise en place pipeline déploiement (DevSecOps), oMise en place solution centralisée (infrastructure, VPC Flow, Cloudfront, S3...), oMise en place solution d’analyse de logs monitoring, AWS, Terraform, Cloudwatch, Prometheus, Grafana, S3, Sonar, SAST, DAST, Jira, Ansible",Sousse,ITPeac-page5.pdf
AutomatisationtestsVue360,Miseplaced'unesolutioncollectefeedbacksutilisateurs,Miseplaced'unesolutionmonito,Keyrus-page10.pdf
Ledéveloppement’applicationdesupervisionserviceclients,"Java,Celinium,ELK,Logstash",SCOPE TECHNOLOGIES,Keyrus-page10.pdf
Implementation of a marketplace product management platform,"JAVA/J2EE, Microservices Architecture, Quarkus, VueJs, MongoDB, Keycloak, KillBill payment gateway, Docker, GitHub",www.keyrus.com,Keyrus-page11.pdf
Application Developer,"Rabbitmq, Java, Spring, JavaScript, Angular",www.keyrus.com,Keyrus-page12.pdf
Notification System Administrator,Java,www.keyrus.com,Keyrus-page12.pdf
Front-end developer,"Reactjs/VueJS, chartjs, keycloak",Keyrus,Keyrus-page13.pdf
Backend developer,"quarkus, API Rest, GitHub API, MongoDB",Keyrus,Keyrus-page13.pdf
Dashboard developer,"tableau, rapport (dashboard), produits Keyrus",SCOPE TECHNOLOGIES,Keyrus-page13.pdf
ConceptiondéveloppementSystèmeInformatiqueDécisionnel,Talend+Qlik,SCOPETECHNOLOGIES,Keyrus-page18.pdf
ConceptiondéveloppementSystèmeInformatiqueDécisionnel,Analyseventespilotageco mmercial,www.keyrus.com,Keyrus-page18.pdf
Conception développement Système Informatique Décisionnel pour l'analyse vente pilotage commercial.,QlikSense,SCOPE TECHNOLOGIES,Keyrus-page19.pdf
Miseplaced'unesolutioncomputervisiondétectionfraude,"reconnaissancefaciale, détectiontypesdocuments, détectiondescaractèresmanuscrites, miseplacemoteurrèglesmétiers",www.keyrus.com,Keyrus-page21.pdf
Bigdata,"spark, hive, hbase, ML",SCOPETECHNOLOGIES,Keyrus-page21.pdf
Approche stage PFE chez KEYRUS,"Expertise in cutting-edge technologies, Real project experience, Auto-evaluation practice, Ability to satisfy clients",Tunisia,Keyrus-page7.pdf
App builder,"Vuejs, Quarkus, Rest, MongoDB, Flutter",SCOPE TECHNOLOGIES,Keyrus-page9.pdf
Internationalisationi18nERP,Flask Python & Angular Front-End,etc.,Neopolis-page1.pdf
PDFGenerator,JSON Powered Platforms Full Stack,FREE,Neopolis-page1.pdf
Blockchain stack API providing legal traceability,"Python, Open-source blockchain core framework",PRÉSENTATION DU PROJET,Neopolis-page2.pdf
Développement système décisionnel,"Python, Outils BIBI",PRÉSENTATION DU PROJET,Neopolis-page2.pdf
Develop a multi-tenant SaaS E-Commerce web app and elaborate the needed CI/CD pipeline,AngularJS/FlaskDjango/Docker/Jenkins/Gitlab/KubernetesDevops,France,Neopolis-page3.pdf
Realisation d'une machine performante afin de predire(estimer) les prix des biens immobiliers en France,"Python(Flask),ML,DLDataScience",France,Neopolis-page3.pdf
Conception et réalisation espace client,"Flutter, Flask",Espace client/Assurance,Neopolis-page4.pdf
Créer plateforme de gestion et évaluation des talents/candidats des postes IT,FULLSTACK,Plateforme test des Talents Au choix,Neopolis-page4.pdf
ServicesLagestioncontrats’assurance,"Assurance, Gestion de contrat",,ODDO BHF-page1.pdf
VieunitéscompteOffredépositaire,"Services de dépôt, Assurance vie",,ODDO BHF-page1.pdf
ODDO-BHFAssetServicingPrestatairesservicesactifsnumériques(Crypto-Asset),"Gestion d'actifs, Crypto-monnaie",,ODDO BHF-page1.pdf
LCB-FTÉvaluationrisqueblanchimentcapitauxdéterminants,"Compliance, Lutte contre le blanchiment d'argent",,ODDO BHF-page1.pdf
"TraitementsPost-Tradeenvironnementfrançais,rôle’dépositairecentral","Services de dépôt, Gestion post-marché",France,ODDO BHF-page1.pdf
Fonds’InvestissementAlternatifsImmobilierImpact’environnementale,"Investissement alternatif, Immobilier, Impact environnemental",,ODDO BHF-page1.pdf
actuelperformanceOPCVMfrançaisConstruction’Dashboardcontrôle,"OPCVM, Gestion de performance, Tableau de bord",France,ODDO BHF-page1.pdf
HonorairesImpactcriseUkrainienne,"Gestion de crise, Ukraine, Honoraires",,ODDO BHF-page1.pdf
marchématièrespremièresInstrumentsfinancedurable:casobligationssocialesdurables,"Marché des matières premières, Instruments financiers durables, Obligations sociales durables",,ODDO BHF-page1.pdf
DataExcellenceIntelligentdataextractionfinancialdocuments,"Extraction de données, Documents financiers, Excellence des données",,ODDO BHF-page1.pdf
ProspectsResearchUsingNLP,"Prospection, Recherche en traitement du langage naturel",,ODDO BHF-page1.pdf
Designdataqualityframework,Conception d'un cadre de qualité des données,,ODDO BHF-page1.pdf
Intelligentclientrankingtool169,Outil intelligent de classement des clients,,ODDO BHF-page1.pdf
Stagiaire Bac+5,Ingénierie financière / Banque Assurance / Risk Management,France 11,ODDO BHF-page10.pdf
Stagiaire services actifs numériques,"Définition crypto-assets, réglementation européenne, contrôle des PSAN",France,ODDO BHF-page10.pdf
Middle Office,Maîtrise du français et de l'anglais,France,ODDO BHF-page10.pdf
"Stagiaire Bac+5 mois Traitements Post-Trade dans environnement français, rôle d’dépositaire central","Connaissance des traitements post-trade (typologies d'opérations, revue réglementaire).","Paris, France",ODDO BHF-page12.pdf
Membre de l'équipe Back-Office,"Connaissance des traitements post-trade et des dépositaires centraux importants (DTC-US, Clearstream, Euroclear Bank).","Paris, France",ODDO BHF-page12.pdf
Stagiaire Bac+5 Fonds’Investissement Alternatifs en Immobilier,"Étude d'impact environnemental et économique, maîtrise de la finance",France,ODDO BHF-page13.pdf
Membre équipe Back Offices Private Assets,"Maîtrise de la finance et des opérations courantes, bon niveau en français et anglais",France,ODDO BHF-page13.pdf
stagiaire,"Mastère Professionnel Finance : ingénierie financière/Mastère Professionnel Banque Assurances, Maîtrise langues : français anglais",France,ODDO BHF-page14.pdf
Construction d’un Dashboard contrôle des Honoraires,"Étudiant dernière année de mastère orienté BI/Analyse données, fortement motivé pour proposer de nouvelles solutions, fort intérêt pour l’analyse données et le reporting, maîtrise des langues : français, anglais.",Tunis,ODDO BHF-page15.pdf
Stagiaire Bac+5,"finance, market analysis, French, English",,ODDO BHF-page16.pdf
stagiaires Bac+5 mois Instruments finance dura,"Définir et contextualiser les obligatoires sociales durables, évaluer l'impact des différents risques liés aux obligations sociales durables sur le marché financier des pays ESES (France, Belgique, Hollande), étudier les méthodes, mesures et techniques utilisées pour mesurer les différents risques liés aux obligations, Maîtrise du français et de l'anglais.","France, Belgique, Hollande",ODDO BHF-page17.pdf
stagiaire Bac + 5 mois,"IA/MachineLearning, Python, SqlServer, Django, JavaScript",20,ODDO BHF-page19.pdf
stagiaire Bac+5 mois,"IA/Machine Learning, Python, SQL Server, Django, JavaScript",,ODDO BHF-page20.pdf
prospects research using NLP,"data collection and processing, knowledge extraction, NLP techniques, French, English",,ODDO BHF-page20.pdf
Stagiaire Bac+5 mois Design data quality framework,"IA/MachineLearning, Python, SQL Server, Django, JavaScript, Français, Anglais","Description: Le projet consiste à développer un outil permettant de monitorer la qualité des données prioritaires business. Avec l'équipe Data Excellence, le stagiaire a mené : traitements des données, harmonisation et préparation à l'analyse, définition des KPIs qualité de données (score prenant en compte 6 facteurs clés : completeness, validity, accuracy, consistency, integrity, timeliness), mise en place d'un dashboard pour monitorer la qualité des données, mise en place d'algorithmes permettant de détecter les anomalies des données pour générer des alertes/contrôles automatiques. Étudiant en dernière année d'école d'ingénieurs informatique, idéalement spécialité Data Science, Finance.",ODDO BHF-page21.pdf
stagiaire,"IA/MachineLearning,PythonSqlServer.DjangoJavaScript",Paris,ODDO BHF-page22.pdf
stagiaire Bac+5 mois IT,"Orienté Objet Patterns architecturaux, C#, .Net, Full-stack Dev, Services REST/API Designs, SQL Server, Maîtrise langues: français anglais","département Human Resources, ODDOBHF Tunis",ODDO BHF-page27.pdf
IT Internship Bac+5,"Object Oriented, Architectural Patterns, C#, .NET, Full-stack development, REST/API design, SQL Server, French, English",Tunis,ODDO BHF-page28.pdf
LMS: Learning Management System,"Object Oriented, Architectural Patterns, C#, .NET, Full-stack development, REST/API design, SQL Server, French, English",Tunis,ODDO BHF-page28.pdf
HR training management system,"Object Oriented, Architectural Patterns, C#, .NET, Full-stack development, REST/API design, SQL Server, French, English",Tunis,ODDO BHF-page28.pdf
Financial analysis,"Analytical thinking, Finance",Tunis,ODDO BHF-page3.pdf
Computer science,"Programming, Web development, Software development",Tunis,ODDO BHF-page3.pdf
Legal affairs,"Legal knowledge, Communication",Tunis,ODDO BHF-page3.pdf
Compliance,"Regulatory compliance, Risk management",Tunis,ODDO BHF-page3.pdf
Accounting,"Accounting principles, Financial reporting",Tunis,ODDO BHF-page3.pdf
Information security,"IT security, Network security",Tunis,ODDO BHF-page3.pdf
Data science,"Data analysis, Statistics, Machine learning",Tunis,ODDO BHF-page3.pdf
IT Bac+5 Internship,"Object Oriented Programming, C#, .NET, ORM NHibernate, Transact-SQL, Design Patterns",ODDOBHF Post-Trade Development Team,ODDO BHF-page30.pdf
ASP.NET MVC Application developer Intern,"Trade Advertising, IOI Lifecycle Management, Order Management System Integration",ODDOBHF Equity Facilitation Team,ODDO BHF-page30.pdf
Stagiaire Bac+5,"Principe Orienté Objet, C#, .Net, ORM NHibernate, Transact-SQL, Design Patterns, Français, Anglais",IT-2023-0632,ODDO BHF-page31.pdf
Développeur Web Full Stack,"JavaScript, HTML, CSS, Node.js, JQuery, AngularJS, EmberJS, ReactJS, MongoDB, MySQL, PostgreSQL, Français, Anglais","Paris, France",ODDO BHF-page31.pdf
Data Scientist,"Python, R, Machine Learning, Deep Learning, SQL, Spark, Hadoop, Tableau, Français, Anglais","Lyon, France",ODDO BHF-page31.pdf
IT Intern,"Object-Oriented Programming, Pattern Architecture, Basic Data Science knowledge, Full-stack Development, REST/API Design, SQL Server, Machine Learning algorithms, French, English",,ODDO BHF-page32.pdf
IT Internship,"Object Oriented Programming, Architectural Patterns, C#, .Net, Full-stack Dev, REST/API Designs, SQL Server",France,ODDO BHF-page33.pdf
Development Intern,"Experience in automated testing with Uipath, Knowledge of RPA, Ability to create test scenarios, generate test data and build test sequences, Experience in UI, API and database testing, Proficiency in French and English",Tsuite,ODDO BHF-page34.pdf
Stagiaire Bac+5 mois IT,"UIPath RPA tests suites: Ensemble’outilsétroitementintégrésconsolideleprocessustestgrâceintégrationsoutilsgestiontests, JIRA, Xray, SQLServer, Transact-SQL, ASP.NET, HTML, CSS",,ODDO BHF-page35.pdf
Automatisation tests via UI Path tests suites,"UIPath RPA tests suites: Ensemble’outilsétroitementintégrésconsolideleprocessustestgrâceintégrationsoutilsgestiontests, JIRA, Xray, SQLServer, Transact-SQL, ASP.NET, HTML, CSS",,ODDO BHF-page35.pdf
stagiaires Bac+5,"Master: Assurance gestion risques, Assurance Actuariat, finance.",agestioncontrats d’assurance Vie unités compte 9,ODDO BHF-page8.pdf
stagiaires Bac+5,"Maîtrise langues: français, anglais.",agestioncontrats d’assurance Vie unités compte 9,ODDO BHF-page8.pdf
Stagiaire Bac+5,"Master Professionnel Marketing communication, Maîtrise langues: français anglais",Offre dépositaire ODDO-BHF Asset Servicing,ODDO BHF-page9.pdf
Consultant C#|.Net-Angular-VueJS,"ASP.NET, C#, EntityFramework6, VueJs, TypeScript, XHTML, SCSS, micro-service, xml, SQL, PostgreSQL, DBeaver, visualstudio, vscode, ArchitectureHexagonale, AzureDevOps",Paris,Offre d_emploi -Quantylix-page0.pdf
Développeur back-end,"NodeJS, Express, Javascript, SQL, NoSQL, GIT",,Offre d_emploi développeur Backend-page0.pdf
Ingénieur R&D électronique systèmes embarqués HW/SW (F/H),"passionate, creative and imaginative in embedded systems, Linux, Ubuntu and simulator development",GRAND TUNIS,OFFRE EMPLOI INGENIEUR R_D OCEALINK LEDIXIS-page0.pdf
Ingénieur système embarqués,"embedded systems, soft systems, electronics and mechatronics",Pays de la Loire,OFFRE EMPLOI INGENIEUR R_D OCEALINK LEDIXIS-page0.pdf
UI touch screen designer,"LED lighting, TCP/IP, Wi-Fi, Bluetooth, USB, Art-Net, sACN, DMX, PIC32, ARM, CORTEX, UART, SPI, I2C, USB, C/C++, Linux, Ubuntu, Android, Qt, openWRT, Kivi",Tunisie,OFFRE EMPLOI INGENIEUR R_D OCEALINK LEDIXIS-page1.pdf
Software Developer,"IoT, C++, embedded, code reliability, Linux, Yocto, Python",Tunisie,OFFRE EMPLOI INGENIEUR R_D OCEALINK LEDIXIS-page1.pdf
Manager d'équipe chef de projet H/F,"Expérience managériale d’équipes de moins de 5 personnes, grande expertise technique pour concevoir une carte électronique et développer un software, capacité à former et transmettre le savoir au près des collaborateurs, construction et management d'équipe, recrutement des ingénieurs",Grand-Tunis,OFFRE EMPLOI MANAGER CHEF DE PROJET OCEALINK LEDIXIS-page0.pdf
"Ingénieur système embarqué passionné, créatif et imaginatif","Passion pour le développement des meilleures solutions d’éclairage et de contrôle d’éclairage pour les marchés de l’audiovisuel et du cinéma, participation à la création de produits innovants, lumineux, connectés nécessaires aux tournages d'œuvres cinématographiques de demain",France/International,OFFRE EMPLOI MANAGER CHEF DE PROJET OCEALINK LEDIXIS-page0.pdf
Project Manager,"Electronics engineering, electromechanics, mechatronics, team management, project management, R&D, leadership, C, C++, Linux, Ubuntu, Android, Qt, OpenWRT, Kivi",Tunisia,OFFRE EMPLOI MANAGER CHEF DE PROJET OCEALINK LEDIXIS-page1.pdf
Technical Expert,"Electronics engineering, electromechanics, mechatronics, project management, R&D, team management, industrial approach, mastery of technical standards and tools, fluency in French and English",Tunisia,OFFRE EMPLOI MANAGER CHEF DE PROJET OCEALINK LEDIXIS-page1.pdf
Ingénieur électrique,Electromécanique,"Tunis, Tunisia",Offre-page0.pdf
Ingénieur mécanique,Expertises techniques estimation usines,"Tunis, Tunisia",Offre-page0.pdf
Ingénieur mécatronique,Expertises techniques estimation usines,"Tunis, Tunisia",Offre-page0.pdf
Développeur full-stack,"['Maîtrise Python', 'Django', 'Maîtrise Linux', 'Maîtrise React.js', 'Vue.js', 'HTML5/CSS/Javascript', 'ES6', 'Attrait UX/UI(interface, design, ergonomiefluide)', 'Maîtrise bases de données général', 'Maîtrise process développement(git, gitlab, ...)', 'Méthodologie Scrum', 'Autonomie', 'Rigueur', 'Réactivité, particulièrement gestion dysfonctionnements', ""Esprit d'équipe"", 'Maîtrise français, écrit parlé']","Nrt Arrst Erpe Ln Opprrrrrrstrp.Eppr, rgpgr, frpr'pGx, prpr.Tr.àprprprtsrgprr.RrnEf'xprprfp",Offres Genyx_organized-page1.pdf
Développeur back-end,"Maîtrise Python, Django, Linux, bases de données générale, process développement (git, gitlab,...)","NrtArrstErpeLnOpprrrrrrstrp.Eppr,rgpgr,frpr'pGx,prpr.Tr.àprprprtsrgprr.Prfrré",Offres Genyx_organized-page3.pdf
Développeur back-end,"Maitrise Machine Learning/Intelligence Artificielle, méthodologie Scrum, Autonomie, Rigueur, capacité développer outils pérennes, Réactivité, particulièrement gestion dysfonctionnements, Esprit d'équipe, Maîtrise français, écrit parlé",Formation’ingénieurinformatiqueCompétencestechniquesCompétencesprojetsFormation&ExpériencesRrnEf'xprprfp,Offres Genyx_organized-page3.pdf
LagestioncahierschargesventecomposantedumoduleventeSAP,"tester, paramétrer, SAP, projets’implémentation",,pfe-book-Aymax (1)-page10.pdf
GESTIONDESCAHIERSDESCHARGESDEVENTE(BILLOFSERVICE)SURSAPSujet5PÔLESAP,"SAPS/4HANAGUI/FIORI, documentation",,pfe-book-Aymax (1)-page10.pdf
GESTION DES APPROVISIONNEMENTS SUR DES ARTICLES CONFIGURABLES SUR SAP,"SAP S/4HANA, GUI, FIORI",SEYFDHAOU,pfe-book-Aymax (1)-page11.pdf
LagestiontransportsgéréemoduledédiéSAP,"SAP, gestion transport, PFE",,pfe-book-Aymax (1)-page12.pdf
PÔLESAPGESTIONDESTRANSPORTSSURSAP,"SAPS/4HANAGUI/FIORI, gestion transport, Encadrant",,pfe-book-Aymax (1)-page12.pdf
Conception et développement d'une solution de gestion de stock sur SAP,"ABAP, ODATA, UI5, MM",France,pfe-book-Aymax (1)-page13.pdf
Stagiaire technique,"ABAP, ODATA, UI5, MM",France,pfe-book-Aymax (1)-page13.pdf
Stagiaire fonctionnel,"ABAP, ODATA, UI5, MM",France,pfe-book-Aymax (1)-page13.pdf
Développeur SAP ABAP,"ABAP, FIORI, ODATA",Sujet 913,pfe-book-Aymax (1)-page14.pdf
